Report_Name,Title Master Report
Report_ID,TR
Release,5
Institution_Name,"University of Mary Washington"
Institution_ID,CUP:8a9402095413b9bc015413e3df7216b0
Metric_Types,Total_Item_Investigations; Total_Item_Requests; Unique_Item_Requests; Unique_Title_Investigations; Unique_Title_Requests; No_License; Limit_Exceeded
Report_Filters,Data_Type=Book|Journal
Report_Attributes,Attributes_To_Show=Access_Method|Data_Type|Access_Type|Section_Type|YOP
Exceptions,"3060: Invalid ReportFilter Value (Request contained one or more filter values that are not supported by the server: Data_Type was invalid with the value(s) Platform); 3060: Invalid ReportFilter Value (Request contained one or more filter values that are not supported by the server: Access_Type was invalid with the value(s) Other_Free_To_Read)"
Reporting_Period,Begin_Date=2020-07-01; End_Date=2021-06-30
Created,2022-01-12T19:10:00Z
Created_By,Cambridge Core

Title,Publisher,Publisher_ID,Platform,DOI,Proprietary_ID,ISBN,Print_ISSN,Online_ISSN,URI,Data_Type,Section_Type,YOP,Access_Type,Access_Method,Metric_Type,Reporting_Period_Total,Jul-2020,Aug-2020,Sep-2020,Oct-2020,Nov-2020,Dec-2020,Jan-2021,Feb-2021,Mar-2021,Apr-2021,May-2021,Jun-2021
"Archaeological Dialogues",Cambridge University Press,,Cambridge Core,,CUP:ARD,,1380-2038,1478-2294,https://www.cambridge.org/core/product/identifier/ARD/type/journal,Journal,Article,"2015",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,1,0,0,0,
"International Organization",Cambridge University Press,,Cambridge Core,,CUP:INO,,0020-8183,1531-5088,https://www.cambridge.org/core/product/identifier/INO/type/journal,Journal,Article,"2016",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"International Organization",Cambridge University Press,,Cambridge Core,,CUP:INO,,0020-8183,1531-5088,https://www.cambridge.org/core/product/identifier/INO/type/journal,Journal,Article,"2016",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"International Organization",Cambridge University Press,,Cambridge Core,,CUP:INO,,0020-8183,1531-5088,https://www.cambridge.org/core/product/identifier/INO/type/journal,Journal,Article,"2016",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Anglo-Saxon England",Cambridge University Press,,Cambridge Core,,CUP:ASE,,0263-6751,1474-0532,https://www.cambridge.org/core/product/identifier/ASE/type/journal,Journal,Article,"2016",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,1,0,1,0,
"Anglo-Saxon England",Cambridge University Press,,Cambridge Core,,CUP:ASE,,0263-6751,1474-0532,https://www.cambridge.org/core/product/identifier/ASE/type/journal,Journal,Article,"2016",Controlled,Regular,No_License,2,0,0,0,0,0,0,0,0,1,0,1,0,
"Journal of Global History",Cambridge University Press,,Cambridge Core,,CUP:JGH,,1740-0228,1740-0236,https://www.cambridge.org/core/product/identifier/JGH/type/journal,Journal,Article,"2016",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Journal of Global History",Cambridge University Press,,Cambridge Core,,CUP:JGH,,1740-0228,1740-0236,https://www.cambridge.org/core/product/identifier/JGH/type/journal,Journal,Article,"2016",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Government and Opposition",Cambridge University Press,,Cambridge Core,,CUP:GOV,,0017-257X,1477-7053,https://www.cambridge.org/core/product/identifier/GOV/type/journal,Journal,Article,"2016",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Government and Opposition",Cambridge University Press,,Cambridge Core,,CUP:GOV,,0017-257X,1477-7053,https://www.cambridge.org/core/product/identifier/GOV/type/journal,Journal,Article,"2016",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,1,0,0,0,
"The Journal of Hellenic Studies",Cambridge University Press,,Cambridge Core,,CUP:JHS,,0075-4269,2041-4099,https://www.cambridge.org/core/product/identifier/JHS/type/journal,Journal,Article,"2016",Controlled,Regular,Total_Item_Investigations,4,0,0,0,0,0,0,0,0,4,0,0,0,
"African Studies Review",Cambridge University Press,,Cambridge Core,,CUP:ASR,,0002-0206,1555-2462,https://www.cambridge.org/core/product/identifier/ASR/type/journal,Journal,Article,"2016",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"African Studies Review",Cambridge University Press,,Cambridge Core,,CUP:ASR,,0002-0206,1555-2462,https://www.cambridge.org/core/product/identifier/ASR/type/journal,Journal,Article,"2016",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"African Studies Review",Cambridge University Press,,Cambridge Core,,CUP:ASR,,0002-0206,1555-2462,https://www.cambridge.org/core/product/identifier/ASR/type/journal,Journal,Article,"2016",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"The Journal of Roman Studies",Cambridge University Press,,Cambridge Core,,CUP:JRS,,0075-4358,1753-528X,https://www.cambridge.org/core/product/identifier/JRS/type/journal,Journal,Article,"2016",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"The Journal of Roman Studies",Cambridge University Press,,Cambridge Core,,CUP:JRS,,0075-4358,1753-528X,https://www.cambridge.org/core/product/identifier/JRS/type/journal,Journal,Article,"2016",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"The Journal of Roman Studies",Cambridge University Press,,Cambridge Core,,CUP:JRS,,0075-4358,1753-528X,https://www.cambridge.org/core/product/identifier/JRS/type/journal,Journal,Article,"2016",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Antiquity",Cambridge University Press,,Cambridge Core,,CUP:AQY,,0003-598X,1745-1744,https://www.cambridge.org/core/product/identifier/AQY/type/journal,Journal,Article,"2016",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0,
"Antiquity",Cambridge University Press,,Cambridge Core,,CUP:AQY,,0003-598X,1745-1744,https://www.cambridge.org/core/product/identifier/AQY/type/journal,Journal,Article,"2016",Controlled,Regular,Total_Item_Requests,2,0,0,0,0,0,0,0,0,2,0,0,0,
"Antiquity",Cambridge University Press,,Cambridge Core,,CUP:AQY,,0003-598X,1745-1744,https://www.cambridge.org/core/product/identifier/AQY/type/journal,Journal,Article,"2016",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Social Science History",Cambridge University Press,,Cambridge Core,,CUP:SSH,,0145-5532,1527-8034,https://www.cambridge.org/core/product/identifier/SSH/type/journal,Journal,Article,"2016",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Social Science History",Cambridge University Press,,Cambridge Core,,CUP:SSH,,0145-5532,1527-8034,https://www.cambridge.org/core/product/identifier/SSH/type/journal,Journal,Article,"2016",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Cambridge Archaeological Journal",Cambridge University Press,,Cambridge Core,,CUP:CAJ,,0959-7743,1474-0540,https://www.cambridge.org/core/product/identifier/CAJ/type/journal,Journal,Article,"2016",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0,
"Cambridge Archaeological Journal",Cambridge University Press,,Cambridge Core,,CUP:CAJ,,0959-7743,1474-0540,https://www.cambridge.org/core/product/identifier/CAJ/type/journal,Journal,Article,"2016",Controlled,Regular,No_License,2,0,0,0,0,0,0,0,0,2,0,0,0,
"Journal of Global History",Cambridge University Press,,Cambridge Core,,CUP:JGH,,1740-0228,1740-0236,https://www.cambridge.org/core/product/identifier/JGH/type/journal,Journal,Article,"2017",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Journal of Global History",Cambridge University Press,,Cambridge Core,,CUP:JGH,,1740-0228,1740-0236,https://www.cambridge.org/core/product/identifier/JGH/type/journal,Journal,Article,"2017",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Journal of Global History",Cambridge University Press,,Cambridge Core,,CUP:JGH,,1740-0228,1740-0236,https://www.cambridge.org/core/product/identifier/JGH/type/journal,Journal,Article,"2017",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"European Psychiatry",Cambridge University Press,,Cambridge Core,,CUP:EPA,,0924-9338,1778-3585,https://www.cambridge.org/core/product/identifier/EPA/type/journal,Journal,Article,"2017",Controlled,Regular,Total_Item_Investigations,3,0,0,0,0,0,0,0,0,3,0,0,0,
"The Journal of Ecclesiastical History",Cambridge University Press,,Cambridge Core,,CUP:ECH,,0022-0469,1469-7637,https://www.cambridge.org/core/product/identifier/ECH/type/journal,Journal,Article,"2017",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"The Journal of Ecclesiastical History",Cambridge University Press,,Cambridge Core,,CUP:ECH,,0022-0469,1469-7637,https://www.cambridge.org/core/product/identifier/ECH/type/journal,Journal,Article,"2017",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Development and Psychopathology",Cambridge University Press,,Cambridge Core,,CUP:DPP,,0954-5794,1469-2198,https://www.cambridge.org/core/product/identifier/DPP/type/journal,Journal,Article,"2017",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Development and Psychopathology",Cambridge University Press,,Cambridge Core,,CUP:DPP,,0954-5794,1469-2198,https://www.cambridge.org/core/product/identifier/DPP/type/journal,Journal,Article,"2017",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Development and Psychopathology",Cambridge University Press,,Cambridge Core,,CUP:DPP,,0954-5794,1469-2198,https://www.cambridge.org/core/product/identifier/DPP/type/journal,Journal,Article,"2017",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"The Journal of Roman Studies",Cambridge University Press,,Cambridge Core,,CUP:JRS,,0075-4358,1753-528X,https://www.cambridge.org/core/product/identifier/JRS/type/journal,Journal,Article,"2017",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"The Journal of Roman Studies",Cambridge University Press,,Cambridge Core,,CUP:JRS,,0075-4358,1753-528X,https://www.cambridge.org/core/product/identifier/JRS/type/journal,Journal,Article,"2017",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"The Journal of Roman Studies",Cambridge University Press,,Cambridge Core,,CUP:JRS,,0075-4358,1753-528X,https://www.cambridge.org/core/product/identifier/JRS/type/journal,Journal,Article,"2017",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Antiquity",Cambridge University Press,,Cambridge Core,,CUP:AQY,,0003-598X,1745-1744,https://www.cambridge.org/core/product/identifier/AQY/type/journal,Journal,Article,"2017",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0,
"Antiquity",Cambridge University Press,,Cambridge Core,,CUP:AQY,,0003-598X,1745-1744,https://www.cambridge.org/core/product/identifier/AQY/type/journal,Journal,Article,"2017",Controlled,Regular,Total_Item_Requests,2,0,0,0,0,0,0,0,0,2,0,0,0,
"Antiquity",Cambridge University Press,,Cambridge Core,,CUP:AQY,,0003-598X,1745-1744,https://www.cambridge.org/core/product/identifier/AQY/type/journal,Journal,Article,"2017",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Radiocarbon",Cambridge University Press,,Cambridge Core,,CUP:RDC,,0033-8222,1945-5755,https://www.cambridge.org/core/product/identifier/RDC/type/journal,Journal,Article,"2017",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Radiocarbon",Cambridge University Press,,Cambridge Core,,CUP:RDC,,0033-8222,1945-5755,https://www.cambridge.org/core/product/identifier/RDC/type/journal,Journal,Article,"2017",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Psychological Medicine",Cambridge University Press,,Cambridge Core,,CUP:PSM,,0033-2917,1469-8978,https://www.cambridge.org/core/product/identifier/PSM/type/journal,Journal,Article,"2018",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Psychological Medicine",Cambridge University Press,,Cambridge Core,,CUP:PSM,,0033-2917,1469-8978,https://www.cambridge.org/core/product/identifier/PSM/type/journal,Journal,Article,"2018",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,1,0,0,0,
"International Annals of Criminology",Cambridge University Press,,Cambridge Core,,CUP:CRI,,0003-4452,2398-676X,https://www.cambridge.org/core/product/identifier/CRI/type/journal,Journal,Article,"2018",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"International Annals of Criminology",Cambridge University Press,,Cambridge Core,,CUP:CRI,,0003-4452,2398-676X,https://www.cambridge.org/core/product/identifier/CRI/type/journal,Journal,Article,"2018",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Asian Journal of International Law",Cambridge University Press,,Cambridge Core,,CUP:AJL,,2044-2513,2044-2521,https://www.cambridge.org/core/product/identifier/AJL/type/journal,Journal,Article,"2018",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Asian Journal of International Law",Cambridge University Press,,Cambridge Core,,CUP:AJL,,2044-2513,2044-2521,https://www.cambridge.org/core/product/identifier/AJL/type/journal,Journal,Article,"2018",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,1,0,0,0,
"History of Education Quarterly",Cambridge University Press,,Cambridge Core,,CUP:HEQ,,0018-2680,1748-5959,https://www.cambridge.org/core/product/identifier/HEQ/type/journal,Journal,Article,"2018",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"History of Education Quarterly",Cambridge University Press,,Cambridge Core,,CUP:HEQ,,0018-2680,1748-5959,https://www.cambridge.org/core/product/identifier/HEQ/type/journal,Journal,Article,"2018",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"History of Education Quarterly",Cambridge University Press,,Cambridge Core,,CUP:HEQ,,0018-2680,1748-5959,https://www.cambridge.org/core/product/identifier/HEQ/type/journal,Journal,Article,"2018",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Bulletin of the School of Oriental and African Studies",Cambridge University Press,,Cambridge Core,,CUP:BSO,,0041-977X,1474-0699,https://www.cambridge.org/core/product/identifier/BSO/type/journal,Journal,Article,"2018",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0,
"Bulletin of the School of Oriental and African Studies",Cambridge University Press,,Cambridge Core,,CUP:BSO,,0041-977X,1474-0699,https://www.cambridge.org/core/product/identifier/BSO/type/journal,Journal,Article,"2018",Controlled,Regular,No_License,2,0,0,0,0,0,0,0,0,2,0,0,0,
"International Psychogeriatrics",Cambridge University Press,,Cambridge Core,,CUP:IPG,,1041-6102,1741-203X,https://www.cambridge.org/core/product/identifier/IPG/type/journal,Journal,Article,"2018",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"International Psychogeriatrics",Cambridge University Press,,Cambridge Core,,CUP:IPG,,1041-6102,1741-203X,https://www.cambridge.org/core/product/identifier/IPG/type/journal,Journal,Article,"2018",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Journal of Linguistics",Cambridge University Press,,Cambridge Core,,CUP:LIN,,0022-2267,1469-7742,https://www.cambridge.org/core/product/identifier/LIN/type/journal,Journal,Article,"2018",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Journal of Linguistics",Cambridge University Press,,Cambridge Core,,CUP:LIN,,0022-2267,1469-7742,https://www.cambridge.org/core/product/identifier/LIN/type/journal,Journal,Article,"2018",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,1,0,0,0,
"PS: Political Science & Politics",Cambridge University Press,,Cambridge Core,,CUP:PSC,,1049-0965,1537-5935,https://www.cambridge.org/core/product/identifier/PSC/type/journal,Journal,Article,"2018",Controlled,Regular,Total_Item_Investigations,3,0,0,0,0,0,0,0,0,3,0,0,0,
"PS: Political Science & Politics",Cambridge University Press,,Cambridge Core,,CUP:PSC,,1049-0965,1537-5935,https://www.cambridge.org/core/product/identifier/PSC/type/journal,Journal,Article,"2018",Controlled,Regular,Total_Item_Requests,3,0,0,0,0,0,0,0,0,3,0,0,0,
"PS: Political Science & Politics",Cambridge University Press,,Cambridge Core,,CUP:PSC,,1049-0965,1537-5935,https://www.cambridge.org/core/product/identifier/PSC/type/journal,Journal,Article,"2018",Controlled,Regular,Unique_Item_Requests,3,0,0,0,0,0,0,0,0,3,0,0,0,
"German Law Journal",Cambridge University Press,,Cambridge Core,,CUP:GLJ,,,2071-8322,https://www.cambridge.org/core/product/identifier/GLJ/type/journal,Journal,Article,"2019",OA_Gold,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,1,1,0,0,
"German Law Journal",Cambridge University Press,,Cambridge Core,,CUP:GLJ,,,2071-8322,https://www.cambridge.org/core/product/identifier/GLJ/type/journal,Journal,Article,"2019",OA_Gold,Regular,Total_Item_Requests,2,0,0,0,0,0,0,0,0,1,1,0,0,
"German Law Journal",Cambridge University Press,,Cambridge Core,,CUP:GLJ,,,2071-8322,https://www.cambridge.org/core/product/identifier/GLJ/type/journal,Journal,Article,"2019",OA_Gold,Regular,Unique_Item_Requests,2,0,0,0,0,0,0,0,0,1,1,0,0,
"Review of International Studies",Cambridge University Press,,Cambridge Core,,CUP:RIS,,0260-2105,1469-9044,https://www.cambridge.org/core/product/identifier/RIS/type/journal,Journal,Article,"2019",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0,
"Review of International Studies",Cambridge University Press,,Cambridge Core,,CUP:RIS,,0260-2105,1469-9044,https://www.cambridge.org/core/product/identifier/RIS/type/journal,Journal,Article,"2019",Controlled,Regular,Total_Item_Requests,2,0,0,0,0,0,0,0,0,2,0,0,0,
"Review of International Studies",Cambridge University Press,,Cambridge Core,,CUP:RIS,,0260-2105,1469-9044,https://www.cambridge.org/core/product/identifier/RIS/type/journal,Journal,Article,"2019",Controlled,Regular,Unique_Item_Requests,2,0,0,0,0,0,0,0,0,2,0,0,0,
"The Journal of Hellenic Studies",Cambridge University Press,,Cambridge Core,,CUP:JHS,,0075-4269,2041-4099,https://www.cambridge.org/core/product/identifier/JHS/type/journal,Journal,Article,"2019",Controlled,Regular,Total_Item_Investigations,4,0,0,0,0,0,0,0,0,2,2,0,0,
"The Journal of Hellenic Studies",Cambridge University Press,,Cambridge Core,,CUP:JHS,,0075-4269,2041-4099,https://www.cambridge.org/core/product/identifier/JHS/type/journal,Journal,Article,"2019",Controlled,Regular,Total_Item_Requests,3,0,0,0,0,0,0,0,0,1,2,0,0,
"The Journal of Hellenic Studies",Cambridge University Press,,Cambridge Core,,CUP:JHS,,0075-4269,2041-4099,https://www.cambridge.org/core/product/identifier/JHS/type/journal,Journal,Article,"2019",Controlled,Regular,Unique_Item_Requests,3,0,0,0,0,0,0,0,0,1,2,0,0,
"Canadian Journal of Political Science/Revue canadienne de science politique",Cambridge University Press,,Cambridge Core,,CUP:CJP,,0008-4239,1744-9324,https://www.cambridge.org/core/product/identifier/CJP/type/journal,Journal,Article,"2019",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0,
"Canadian Journal of Political Science/Revue canadienne de science politique",Cambridge University Press,,Cambridge Core,,CUP:CJP,,0008-4239,1744-9324,https://www.cambridge.org/core/product/identifier/CJP/type/journal,Journal,Article,"2019",Controlled,Regular,No_License,2,0,0,0,0,0,0,0,0,2,0,0,0,
"The Journal of Roman Studies",Cambridge University Press,,Cambridge Core,,CUP:JRS,,0075-4358,1753-528X,https://www.cambridge.org/core/product/identifier/JRS/type/journal,Journal,Article,"2019",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0,
"The Journal of Roman Studies",Cambridge University Press,,Cambridge Core,,CUP:JRS,,0075-4358,1753-528X,https://www.cambridge.org/core/product/identifier/JRS/type/journal,Journal,Article,"2019",Controlled,Regular,Total_Item_Requests,2,0,0,0,0,0,0,0,0,2,0,0,0,
"The Journal of Roman Studies",Cambridge University Press,,Cambridge Core,,CUP:JRS,,0075-4358,1753-528X,https://www.cambridge.org/core/product/identifier/JRS/type/journal,Journal,Article,"2019",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Antiquity",Cambridge University Press,,Cambridge Core,,CUP:AQY,,0003-598X,1745-1744,https://www.cambridge.org/core/product/identifier/AQY/type/journal,Journal,Article,"2019",OA_Gold,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0,
"Antiquity",Cambridge University Press,,Cambridge Core,,CUP:AQY,,0003-598X,1745-1744,https://www.cambridge.org/core/product/identifier/AQY/type/journal,Journal,Article,"2019",OA_Gold,Regular,Total_Item_Requests,2,0,0,0,0,0,0,0,0,2,0,0,0,
"Antiquity",Cambridge University Press,,Cambridge Core,,CUP:AQY,,0003-598X,1745-1744,https://www.cambridge.org/core/product/identifier/AQY/type/journal,Journal,Article,"2019",OA_Gold,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Behavioural and Cognitive Psychotherapy",Cambridge University Press,,Cambridge Core,,CUP:BCP,,1352-4658,1469-1833,https://www.cambridge.org/core/product/identifier/BCP/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0,
"Behavioural and Cognitive Psychotherapy",Cambridge University Press,,Cambridge Core,,CUP:BCP,,1352-4658,1469-1833,https://www.cambridge.org/core/product/identifier/BCP/type/journal,Journal,Article,"2020",Controlled,Regular,No_License,2,0,0,0,0,0,0,0,0,2,0,0,0,
"Review of International Studies",Cambridge University Press,,Cambridge Core,,CUP:RIS,,0260-2105,1469-9044,https://www.cambridge.org/core/product/identifier/RIS/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Review of International Studies",Cambridge University Press,,Cambridge Core,,CUP:RIS,,0260-2105,1469-9044,https://www.cambridge.org/core/product/identifier/RIS/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Review of International Studies",Cambridge University Press,,Cambridge Core,,CUP:RIS,,0260-2105,1469-9044,https://www.cambridge.org/core/product/identifier/RIS/type/journal,Journal,Article,"2020",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"The Review of Symbolic Logic",Cambridge University Press,,Cambridge Core,,CUP:RSL,,1755-0203,1755-0211,https://www.cambridge.org/core/product/identifier/RSL/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"The Review of Symbolic Logic",Cambridge University Press,,Cambridge Core,,CUP:RSL,,1755-0203,1755-0211,https://www.cambridge.org/core/product/identifier/RSL/type/journal,Journal,Article,"2020",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,1,0,0,0,
"The Classical Review",Cambridge University Press,,Cambridge Core,,CUP:CAR,,0009-840X,1464-3561,https://www.cambridge.org/core/product/identifier/CAR/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,1,0,0,1,
"The Classical Review",Cambridge University Press,,Cambridge Core,,CUP:CAR,,0009-840X,1464-3561,https://www.cambridge.org/core/product/identifier/CAR/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Requests,2,0,0,0,0,0,0,0,0,1,0,0,1,
"The Classical Review",Cambridge University Press,,Cambridge Core,,CUP:CAR,,0009-840X,1464-3561,https://www.cambridge.org/core/product/identifier/CAR/type/journal,Journal,Article,"2020",Controlled,Regular,Unique_Item_Requests,2,0,0,0,0,0,0,0,0,1,0,0,1,
"Mineralogical Magazine",Cambridge University Press,,Cambridge Core,,CUP:MGM,,0026-461X,1471-8022,https://www.cambridge.org/core/product/identifier/MGM/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0,
"Mineralogical Magazine",Cambridge University Press,,Cambridge Core,,CUP:MGM,,0026-461X,1471-8022,https://www.cambridge.org/core/product/identifier/MGM/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Requests,2,0,0,0,0,0,0,0,0,2,0,0,0,
"Mineralogical Magazine",Cambridge University Press,,Cambridge Core,,CUP:MGM,,0026-461X,1471-8022,https://www.cambridge.org/core/product/identifier/MGM/type/journal,Journal,Article,"2020",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"BJPsych Bulletin",Cambridge University Press,,Cambridge Core,,CUP:BJB,,2056-4694,2056-4708,https://www.cambridge.org/core/product/identifier/BJB/type/journal,Journal,Article,"2020",OA_Gold,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"BJPsych Bulletin",Cambridge University Press,,Cambridge Core,,CUP:BJB,,2056-4694,2056-4708,https://www.cambridge.org/core/product/identifier/BJB/type/journal,Journal,Article,"2020",OA_Gold,Regular,Total_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"BJPsych Bulletin",Cambridge University Press,,Cambridge Core,,CUP:BJB,,2056-4694,2056-4708,https://www.cambridge.org/core/product/identifier/BJB/type/journal,Journal,Article,"2020",OA_Gold,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Proceedings of the Nutrition Society",Cambridge University Press,,Cambridge Core,,CUP:PNS,,0029-6651,1475-2719,https://www.cambridge.org/core/product/identifier/PNS/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0,
"Proceedings of the Nutrition Society",Cambridge University Press,,Cambridge Core,,CUP:PNS,,0029-6651,1475-2719,https://www.cambridge.org/core/product/identifier/PNS/type/journal,Journal,Article,"2020",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Proceedings of the Nutrition Society",Cambridge University Press,,Cambridge Core,,CUP:PNS,,0029-6651,1475-2719,https://www.cambridge.org/core/product/identifier/PNS/type/journal,Journal,Article,"2020",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Journal of Institutional Economics",Cambridge University Press,,Cambridge Core,,CUP:JOI,,1744-1374,1744-1382,https://www.cambridge.org/core/product/identifier/JOI/type/journal,Journal,Article,"2021",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Journal of Institutional Economics",Cambridge University Press,,Cambridge Core,,CUP:JOI,,1744-1374,1744-1382,https://www.cambridge.org/core/product/identifier/JOI/type/journal,Journal,Article,"2021",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Perspectives on Politics",Cambridge University Press,,Cambridge Core,,CUP:PPS,,1537-5927,1541-0986,https://www.cambridge.org/core/product/identifier/PPS/type/journal,Journal,Article,"2021",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
