title,vendor,publisher,platform,isbn,issn,eissn,yop,access_type,access_method,metric,total
The Scholar Denied,ProQuest,University of California Press,ProQuest Ebook Central,978-0-520-27635-2,,,2015,Controlled,Regular,Unique Title Requests,21
The Scholar Denied : W. E. B. du Bois and the Birth of Modern Sociology,ProQuest,University of California Press,ProQuest Ebook Central,978-0-520-27635-2,,,2015,Controlled,Regular,Unique Title Requests,48
A Culture of Conspiracy : Apocalyptic Visions in Contemporary America,ProQuest,University of California Press,ProQuest Ebook Central,978-0-520-27682-6,,,2013,Controlled,Regular,Unique Title Requests,7
Body Counts : The Vietnam War and Militarized Refugees,ProQuest,University of California Press,ProQuest Ebook Central,978-0-520-27770-0,,,2014,Controlled,Regular,Unique Title Requests,2
The Comparative Method,ProQuest,University of California Press,ProQuest Ebook Central,978-0-520-28003-8,,,2014,Controlled,Regular,Unique Title Requests,2
How Race Is Made in America,ProQuest,University of California Press,ProQuest Ebook Central,978-0-520-28007-6,,,2014,Controlled,Regular,Unique Title Requests,1
Restless Dead,ProQuest,University of California Press,ProQuest Ebook Central,978-0-520-28018-2,,,1999,Controlled,Regular,Unique Title Requests,1
"Love, Money, and HIV: Becoming a Modern African Woman in the Age of AIDS",EBSCO,University of California Press,EBSCOhost,978-0-520-28093-9,,,2014,Controlled,Regular,Unique Title Requests,3
"New Age, Neopagan, and New Religious Movements : Alternative Spirituality in Contemporary America",ProQuest,University of California Press,ProQuest Ebook Central,978-0-520-28117-2,,,2015,Controlled,Regular,Unique Title Requests,3
Rome and Environs,ProQuest,University of California Press,ProQuest Ebook Central,978-0-520-28209-4,,,2014,Controlled,Regular,Unique Title Requests,45
Rome and Environs : An Archaeological Guide,ProQuest,University of California Press,ProQuest Ebook Central,978-0-520-28209-4,,,2014,Controlled,Regular,Unique Title Requests,1
The Railway Journey,ProQuest,University of California Press,ProQuest Ebook Central,978-0-520-28226-1,,,2014,Controlled,Regular,Unique Title Requests,5
Abrazando el Espíritu : Bracero Families Confront the US-Mexico Border,ProQuest,University of California Press,ProQuest Ebook Central,978-0-520-28266-7,,,2014,Controlled,Regular,Unique Title Requests,1
Can't Catch a Break,ProQuest,University of California Press,ProQuest Ebook Central,978-0-520-28278-0,,,2014,Controlled,Regular,Unique Title Requests,1
"K-Pop : Popular Music, Cultural Amnesia, and Economic Innovation in South Korea",ProQuest,University of California Press,ProQuest Ebook Central,978-0-520-28311-4,,,2014,Controlled,Regular,Unique Title Requests,1
The Final Pagan Generation : Rome's Unexpected Path to Christianity,ProQuest,University of California Press,ProQuest Ebook Central,978-0-520-28370-1,,,2015,Controlled,Regular,Unique Title Requests,1
The Age of Irreverence,ProQuest,University of California Press,ProQuest Ebook Central,978-0-520-28384-8,,,2015,Controlled,Regular,Unique Title Requests,1
From the Jaws of Victory : The Triumph and Tragedy of Cesar Chavez and the Farm Worker Movement,ProQuest,University of California Press,ProQuest Ebook Central,978-0-520-28385-5,,,2012,Controlled,Regular,Unique Title Requests,3
Republican Lens,ProQuest,University of California Press,ProQuest Ebook Central,978-0-520-28436-4,,,2015,Controlled,Regular,Unique Title Requests,1
Dangerous Games,ProQuest,University of California Press,ProQuest Ebook Central,978-0-520-28491-3,,,2015,Controlled,Regular,Unique Title Requests,12
Paradoxes of Green,Oxford University Press,Oxford University Press,University of California Press,978-0-520-28501-9,,,2017,Controlled,Regular,Unique Title Requests,2
FBI and Religion,Oxford University Press,Oxford University Press,University of California Press,978-0-520-28727-3,,,2017,Controlled,Regular,Unique Title Requests,2
American Studies: A User's Guide,EBSCO,University of California Press,EBSCOhost,978-0-520-28773-0,,,2017,Controlled,Regular,Unique Title Requests,230
The Yellow Emperor's Classic of Internal Medicine,ProQuest,University of California Press,ProQuest Ebook Central,978-0-520-28826-3,,,2015,Controlled,Regular,Unique Title Requests,1
Cinema's Military Industrial Complex,Oxford University Press,Oxford University Press,University of California Press,978-0-520-29150-8,,,2018,Controlled,Regular,Unique Title Requests,2
The Problem of Women in Early Modern Japan,Oxford University Press,Oxford University Press,University of California Press,978-0-520-29200-0,,,2017,Controlled,Regular,Unique Title Requests,2
Making of a Teenage Service Class,Oxford University Press,Oxford University Press,University Press Scholarship Online,978-0-520-29205-5,,,1,Controlled,Regular,Unique Title Requests,1
Making of a Teenage Service Class,Oxford University Press,Oxford University Press,University of California Press,978-0-520-29205-5,,,1,Controlled,Regular,Unique Title Requests,2
Making of a Teenage Service Class,Oxford University Press,Oxford University Press,University Press Scholarship Online,978-0-520-29205-5,,,2018,Controlled,Regular,Unique Title Requests,3
Making of a Teenage Service Class,Oxford University Press,Oxford University Press,University of California Press,978-0-520-29205-5,,,2018,Controlled,Regular,Unique Title Requests,46
Melania,Oxford University Press,Oxford University Press,University of California Press,978-0-520-29208-6,,,2017,Controlled,Regular,Unique Title Requests,2
Veiled Sentiments: Honor and Poetry in a Bedouin Society,EBSCO,University of California Press,EBSCOhost,978-0-520-29249-9,,,2016,Controlled,Regular,Unique Title Requests,17
Divine Deliverance,Oxford University Press,Oxford University Press,University of California Press,978-0-520-29335-9,,,2017,Controlled,Regular,Unique Title Requests,4
The Odyssey,ProQuest,University of California Press,ProQuest Ebook Central,978-0-520-29363-2,,,2018,Controlled,Regular,Unique Title Requests,2
Race and the Brazilian Body,Oxford University Press,Oxford University Press,University of California Press,978-0-520-29379-3,,,2017,Controlled,Regular,Unique Title Requests,1
Caravan of Martyrs: Sacrifice and Suicide Bombing in Afghanistan,EBSCO,University of California Press,EBSCOhost,978-0-520-29479-0,,,2016,Controlled,Regular,Unique Title Requests,26
Seer and the City,Oxford University Press,Oxford University Press,University of California Press,978-0-520-29500-1,,,2018,Controlled,Regular,Unique Title Requests,1
Parameters of Disavowal,JSTOR,University of California Press,JSTOR,978-05-20295-30-8,,,2018,Controlled,Regular,Unique Title Requests,1
Life on the Other Border: Farmworkers and Food Justice in Vermont,EBSCO,University of California Press,EBSCOhost,978-0-520-29572-8,,,2019,Controlled,Regular,Unique Title Requests,1
Cold War Cosmopolitanism,JSTOR,University of California Press,JSTOR,978-05-20296-50-3,,,2020,Controlled,Regular,Unique Title Requests,3
Global Edge,Oxford University Press,Oxford University Press,University of California Press,978-0-520-29710-4,,,2019,Controlled,Regular,Unique Title Requests,1
Argentina's Missing Bones,Oxford University Press,Oxford University Press,University of California Press,978-0-520-29791-3,,,2018,Controlled,Regular,Unique Title Requests,1
"Mountain, Water, Rock, God",JSTOR,University of California Press,JSTOR,978-05-20298-02-6,,,2018,Controlled,Regular,Unique Title Requests,1
Forging the Ideal Educated Girl,JSTOR,University of California Press,JSTOR,978-05-20298-40-8,,,2018,Controlled,Regular,Unique Title Requests,1
The Saburo Hasegawa Reader,JSTOR,University of California Press,JSTOR,978-05-20298-99-6,,,2019,Controlled,Regular,Unique Title Requests,1
Revolutionary Bodies,JSTOR,University of California Press,JSTOR,978-05-20300-57-6,,,2019,Controlled,Regular,Unique Title Requests,1
The Social Question in the Twenty-First Century,JSTOR,University of California Press,JSTOR,978-05-20302-40-2,,,2019,Controlled,Regular,Unique Title Requests,2
Making Images Move: Handmade Cinema and the Other Arts,EBSCO,University of California Press,EBSCOhost,978-0-520-30272-3,,,2020,Controlled,Regular,Unique Title Requests,2
University Babylon: Film and Race Politics on Campus,EBSCO,University of California Press,EBSCOhost,978-0-520-30457-4,,,2019,Controlled,Regular,Unique Title Requests,8
Advancing Equality,JSTOR,University of California Press,JSTOR,978-05-20309-63-0,,,2020,Controlled,Regular,Unique Title Requests,1
Documenting Death,JSTOR,University of California Press,JSTOR,978-05-20310-70-4,,,2020,Controlled,Regular,Unique Title Requests,1
Precarious Creativity,JSTOR,University of California Press,JSTOR,978-05-20964-80-8,,,2016,Controlled,Regular,Unique Title Requests,1
The Dream Is Over,JSTOR,University of California Press,JSTOR,978-05-20966-20-8,,,2016,Controlled,Regular,Unique Title Requests,1
Hindu Pluralism,JSTOR,University of California Press,JSTOR,978-05-20966-29-1,,,2017,Controlled,Regular,Unique Title Requests,1
The Indigenous State,JSTOR,University of California Press,JSTOR,978-05-20967-30-4,,,2017,Controlled,Regular,Unique Title Requests,5
The Indigenous State,Johns Hopkins University Press,University of California Press,Project MUSE,978-0-52-096730-4,,,2019,OA Gold,Regular,Unique Title Requests,3
Afghanistan's Islam,JSTOR,University of California Press,JSTOR,978-05-20967-37-3,,,2017,Controlled,Regular,Unique Title Requests,1
Taiwan and China,JSTOR,University of California Press,JSTOR,978-05-20968-70-7,,,2017,Controlled,Regular,Unique Title Requests,2
Child's Play,JSTOR,University of California Press,JSTOR,978-05-20968-84-4,,,2017,Controlled,Regular,Unique Title Requests,3
"Protect, Serve, and Deport",JSTOR,University of California Press,JSTOR,978-05-20968-86-8,,,2017,Controlled,Regular,Unique Title Requests,4
Cambridge Companion to Mary Shelley (Cambridge companions to literature),EBSCO,Cambridge University Press,EBSCOhost,978-0-521-00770-2,,,2003,Controlled,Regular,Unique Title Requests,1
Cambridge Companion to Martin Luther (Cambridge companions to religion),EBSCO,Cambridge University Press,EBSCOhost,978-0-521-01673-5,,,2003,Controlled,Regular,Unique Title Requests,3
Maths: A Student's Survival Guide: A Self-Help Workbook for Science and Engineering Students,EBSCO,Cambridge University Press,EBSCOhost,978-0-521-01707-7,,,2003,Controlled,Regular,Unique Title Requests,2
"Professional Domesticity in the Victorian Novel: Women, Work and Home",EBSCO,Cambridge University Press,EBSCOhost,978-0-521-02118-0,,,1998,Controlled,Regular,Unique Title Requests,1
Political Culture in the Reign of Elizabeth I: Queen and Commonwealth 1558–1585,EBSCO,Cambridge University Press,EBSCOhost,978-0-521-02483-9,,,1999,Controlled,Regular,Unique Title Requests,1
"Shakespeare, Law, and Marriage",EBSCO,Cambridge University Press,EBSCOhost,978-0-521-02490-7,,,2003,Controlled,Regular,Unique Title Requests,3
Petronius the Poet: Verse and Literary Tradition in the Satyricon,EBSCO,Cambridge University Press,EBSCOhost,978-0-521-03089-2,,,1998,Controlled,Regular,Unique Title Requests,1
Dickens and the Daughter of the House,EBSCO,Cambridge University Press,EBSCOhost,978-0-521-04263-5,,,1999,Controlled,Regular,Unique Title Requests,2
"Islam in Britain, 1558–1685",EBSCO,Cambridge University Press,EBSCOhost,978-0-521-04897-2,,,1998,Controlled,Regular,Unique Title Requests,2
Sleep and Mental Illness,ProQuest,Cambridge University Press,ProQuest Ebook Central,978-0-521-11050-1,,,2010,Controlled,Regular,Unique Title Requests,1
"Wole Soyinka: Politics, Poetics, and Postcolonialism",EBSCO,Cambridge University Press,EBSCOhost,978-0-521-11073-0,,,2003,Controlled,Regular,Unique Title Requests,1
Financial Enterprise Risk Management,ProQuest,Cambridge University Press,ProQuest Ebook Central,978-0-521-11164-5,,,2011,Controlled,Regular,Unique Title Requests,1
Who Speaks for the Climate? : Making Sense of Media Reporting on Climate Change,ProQuest,Cambridge University Press,ProQuest Ebook Central,978-0-521-11584-1,,,2011,Controlled,Regular,Unique Title Requests,5
Gender Shifts in the History of English,EBSCO,Cambridge University Press,EBSCOhost,978-0-521-11726-5,,,2003,Controlled,Regular,Unique Title Requests,1
"Memory and Forgetting in English Renaissance Drama: Shakespeare, Marlowe, Webster.",EBSCO,Cambridge University Press,EBSCOhost,978-0-521-11735-7,,,2005,Controlled,Regular,Unique Title Requests,1
Justice in America : The Separate Realities of Blacks and Whites,ProQuest,Cambridge University Press,ProQuest Ebook Central,978-0-521-11925-2,,,2010,Controlled,Regular,Unique Title Requests,2
Milton and Gender,EBSCO,Cambridge University Press,EBSCOhost,978-0-521-12370-9,,,2004,Controlled,Regular,Unique Title Requests,2
"Literature, Gender and Politics During the English Civil War",EBSCO,Cambridge University Press,EBSCOhost,978-0-521-15276-1,,,2005,Controlled,Regular,Unique Title Requests,1
Thomas Paine and the Literature of Revolution,EBSCO,Cambridge University Press,EBSCOhost,978-0-521-15357-7,,,2005,Controlled,Regular,Unique Title Requests,1
"Immigration, Ethnicity, and National Identity in Brazil, 1808 to the Present",ProQuest,Cambridge University Press,ProQuest Ebook Central,978-0-521-19362-7,,,2013,Controlled,Regular,Unique Title Requests,2
Jack Tar's Story: The Autobiographies and Memoirs of Sailors in Antebellum America,EBSCO,Cambridge University Press,EBSCOhost,978-0-521-19368-9,,,2006,Controlled,Regular,Unique Title Requests,2
Romantic Relationships in Emerging Adulthood (Advances in personal relationships),EBSCO,Cambridge University Press,EBSCOhost,978-0-521-19530-0,,,2010,Controlled,Regular,Unique Title Requests,1
Shattering Empires,ProQuest,Cambridge University Press,ProQuest Ebook Central,978-0-521-19553-9,,,2011,Controlled,Regular,Unique Title Requests,10
The Cambridge Handbook of Language Policy,ProQuest,Cambridge University Press,ProQuest Ebook Central,978-0-521-19565-2,,,2012,Controlled,Regular,Unique Title Requests,1
Industrial Violence and the Legal Origins of Child Labor,ProQuest,Cambridge University Press,ProQuest Ebook Central,978-0-521-19865-3,,,2010,Controlled,Regular,Unique Title Requests,21
Utilitarianism and Beyond,EBSCO,Cambridge University Press,EBSCOhost,978-0-521-24296-7,,,1982,Controlled,Regular,Unique Title Requests,1
"Decision Making: Descriptive, Normative, and Prescriptive Interactions",EBSCO,Cambridge University Press,EBSCOhost,978-0-521-35149-2,,,1988,Controlled,Regular,Unique Title Requests,3
"The National Integration of Italian Return Migration, 1870–1929",EBSCO,Cambridge University Press,EBSCOhost,978-0-521-40058-9,,,1991,Controlled,Regular,Unique Title Requests,1
"Contours of Death and Disease in Early Modern England (Cambridge studies in population, economy, and society in past time ; 29)",EBSCO,Cambridge University Press,EBSCOhost,978-0-521-40464-8,,,1997,Controlled,Regular,Unique Title Requests,1
Dickens and the Daughter of the House,ProQuest,Cambridge University Press,ProQuest Ebook Central,978-0-521-44076-9,,,2000,Controlled,Regular,Unique Title Requests,1
The Rise of the Public in Enlightenment Europe,ProQuest,Cambridge University Press,ProQuest Ebook Central,978-0-521-46573-1,,,2001,Controlled,Regular,Unique Title Requests,1
